funding_change_pct,min_wage_change,childcare_subsidy,tuition_cap_pct,state,institution_type,enrollment,pct_low_income,pct_minority,baseline_tuition,baseline_grad_rate,tuition_change_pct,enrollment_change_pct,grad_rate_change,equity_risk_score,equity_risk_class
4.637719140160385,-1.2255778413135494,4232.261458672591,-6.175340130040528,Ohio,Private For-Profit,5000,30,25,17340.0,60,-4.244877684266137,2.1835723719967675,1.1135517321721315,30.54092685677622,Low
-0.7655710134410825,2.8576391112697,2713.622216737981,-2.4460282327914173,California,Public Four-Year,5000,30,25,11065.0,60,-0.9856920615112312,-0.9832887289940091,1.898524503777457,21.136002399093265,Low
8.41850018835446,-0.9265401781874387,2931.1491600839863,5.17666036653398,Maryland,Private Not-For-Profit Four-Year,5000,30,25,28097.0,60,1.3794307081656634,-0.8160314857311014,1.8892109178086107,25.313679691099598,Low
7.67498143531887,2.9506704401937904,762.6952145713067,7.288650805004394,South Carolina,Public Four-Year,5000,30,25,14297.0,60,2.4204082156564564,3.5685719998567516,-0.2474489458195117,24.690686438886054,Low
7.767055387203289,1.1558755998289247,566.1902292037763,19.54523596887004,Pennsylvania,Private Not-For-Profit Four-Year,5000,30,25,23515.0,60,5.361447730046888,-2.234909978380987,1.1554070280647468,38.411166505807884,Medium
-19.861039309861916,0.33449420183800926,1990.8434679547165,6.121868088137685,Michigan,Private Not-For-Profit Four-Year,5000,30,25,25556.0,60,-4.84640876409188,4.079531408773056,-1.2820359163703539,38.07822335626982,Medium
-6.433461773305785,-0.42776623942012626,2262.197580663467,-5.774289388606004,New York,Public Two-Year,5000,30,25,20161.0,60,-5.78426957055286,1.83831294640849,1.02989274618713,36.992498821787436,Medium
-1.03207136241409,-1.9083388038816644,3317.686860083553,-4.658920993907457,Kansas,Private Not-For-Profit Four-Year,5000,30,25,23404.0,60,-7.426278854351597,8.944775419871652,-1.0275809629865758,45.57069454608671,Medium
9.906227555378422,1.5153650723186982,2976.925086600219,-7.987705678347176,Wisconsin,Public Four-Year,5000,30,25,9565.0,60,-9.161521236198896,7.11281360336518,2.7411065654369833,32.644492593636365,Low
-18.02874081714943,3.4286933168650737,2266.444173740138,5.731708079827401,Pennsylvania,Unknown,5000,30,25,9544.0,60,-5.266404845329919,6.556317676556862,-1.6862139001551286,27.039385176574314,Low
-14.542156085141865,4.032499347094621,4730.577310668164,1.1992794883925875,Indiana,Private For-Profit,5000,30,25,19162.0,60,-1.6585954005972607,1.8076966807507469,1.1076667289426274,24.267300759936706,Low
-0.23228174269545931,-1.8103280524756156,1109.8608096647472,-3.0677561023578583,New York,Public Four-Year,5000,30,25,8080.0,60,-4.226756815768065,0.655359973161374,0.447420052346895,24.622829260710894,Low
-12.854516568598203,-1.3039102506845839,1215.8609549972705,11.668007955669776,California,Public Four-Year,5000,30,25,3672.0,60,-2.2189253059870113,1.1303134516893187,-0.6482781437493084,20.722184058537646,Low
6.890074555633593,-1.9089865354248476,427.54265427234037,-3.76341234561918,California,Private Not-For-Profit Four-Year,5000,30,25,23547.0,60,-5.169445868954162,3.311916607522907,-1.3250015304039526,37.75874128143954,Medium
6.780151332309245,3.7221049321690867,1709.08675848938,-2.2172969970612257,Florida,Public Four-Year,5000,30,25,13203.0,60,-0.2436472346379861,-1.0422282992415153,1.6988816522165897,19.9825311658388,Low
-6.916204125940499,0.06126031679342381,4742.266534810783,12.908173824792826,Maryland,Public Two-Year,5000,30,25,8484.0,60,-4.638057355749387,2.330426857802721,1.2171809761579464,25.40239179092667,Low
3.9956576784194553,0.9764945312846343,112.34654160058699,-1.9396792184516176,Louisiana,Public Four-Year,5000,30,25,9768.0,60,1.293180089197992,1.516102695440405,-1.2017166504468075,21.394767466692898,Low
-11.830780204418932,-1.8712652641677328,4571.494032802495,-6.467467513295766,Minnesota,Private Not-For-Profit Four-Year,5000,30,25,20609.0,60,-6.316241379914688,7.042761117138661,-1.6194618846494253,39.02571278979927,Medium
4.892254111216047,-0.5550510976757774,54.97914329240239,-5.893431097935782,Kentucky,Private For-Profit,5000,30,25,26699.0,60,-3.4626309301869664,6.850913618067495,-0.20212376248000802,33.36731748075927,Medium
